timestamp_utc,timestamp_copenhagen,source_window_end_utc,btc_open,btc_high,btc_low,btc_close,btc_volume,btc_quote_volume,btc_trade_count,btc_taker_buy_base_volume,btc_taker_buy_quote_volume,btc_taker_sell_quote_volume,btc_taker_buy_quote_share,btc_return_1h_pct,btc_range_1h_pct,eth_open,eth_high,eth_low,eth_close,eth_volume,eth_quote_volume,eth_trade_count,eth_taker_buy_base_volume,eth_taker_buy_quote_volume,eth_taker_sell_quote_volume,eth_taker_buy_quote_share,eth_return_1h_pct,eth_range_1h_pct,ethbtc_open,ethbtc_high,ethbtc_low,ethbtc_close,ethbtc_return_1h_pct,ethbtc_range_1h_pct,btc_open_interest,btc_open_interest_value,btc_oi_change_1h_pct,btc_open_interest_source,eth_open_interest,eth_open_interest_value,eth_oi_change_1h_pct,eth_open_interest_source,btc_long_short_ratio,btc_long_account,btc_short_account,btc_long_short_source,eth_long_short_ratio,eth_long_account,eth_short_account,eth_long_short_source,btc_funding_event_rate,btc_funding_source,eth_funding_event_rate,eth_funding_source,btc_price_oi_state,eth_price_oi_state,spot_status,derivatives_status
2026-08-23T00:00:00Z,2026-08-23T02:00:00+02:00,2026-08-23T10:00:00Z,77074.94,77359.53,77042.91,77302.65,422.64795,32648849.5128,109912,266.03595,20553209.5491,12095639.9636,0.629523240661,0.295452749681,0.410965785171,2422.6,2435.53,2419.67,2430.96,11123.6302,27006699.9236,121766,6771.5585,16439939.8757,10566760.0479,0.608735607171,0.345083794271,0.65546128191,0.03142,0.03149,0.0314,0.03145,0.0954805856143,0.286624203822,2970147.99,29701.4799,-0.127303434258,OKX_CONTRACT_OI_HISTORY,5939819.23,593981.923,0.619374463615,OKX_CONTRACT_OI_HISTORY,1.15,0.53488372093,0.46511627907,OKX_GLOBAL_ACCOUNT_RATIO,1.31,0.5670995671,0.4329004329,OKX_GLOBAL_ACCOUNT_RATIO,0.0001,OKX_FUNDING_HISTORY,0.0001,OKX_FUNDING_HISTORY,PRICE_UP_OI_DOWN,PRICE_UP_OI_UP,PASS,PASS
2026-08-23T01:00:00Z,2026-08-23T03:00:00+02:00,2026-08-23T10:00:00Z,77302.65,77400,77158,77190.29,315.9346,24407493.7211,99628,162.23708,12533997.7955,11873495.9256,0.513530718833,-0.145350773874,0.313642136914,2430.96,2433.34,2420.35,2423.25,9677.4155,23485516.0874,95692,4864.364,11806287.7685,11679228.319,0.50270505977,-0.317158653372,0.536699237714,0.03145,0.03147,0.03137,0.03139,-0.190779014308,0.318775900542,2975916.86,29759.1686,0.194228369072,OKX_CONTRACT_OI_HISTORY,5950450.52,595045.052,0.178983393069,OKX_CONTRACT_OI_HISTORY,1.14,0.532710280374,0.467289719626,OKX_GLOBAL_ACCOUNT_RATIO,1.29,0.563318777293,0.436681222707,OKX_GLOBAL_ACCOUNT_RATIO,,,,,PRICE_DOWN_OI_UP,PRICE_DOWN_OI_UP,PASS,PASS
2026-08-23T02:00:00Z,2026-08-23T04:00:00+02:00,2026-08-23T10:00:00Z,77190.29,77232.55,77005.88,77079.46,272.44621,21013707.2842,94964,146.13855,11271373.5484,9742333.73585,0.536381962303,-0.143580235286,0.294354145424,2423.26,2424.49,2408,2416.95,7146.1295,17275005.2001,86749,2938.3968,7104918.30474,10170086.8954,0.411283135515,-0.259981429898,0.684800664452,0.03139,0.0314,0.03128,0.03137,-0.0637145587767,0.383631713555,2970423.75,29704.2375,-0.184585465872,OKX_CONTRACT_OI_HISTORY,5970685.41,597068.541,0.340056436601,OKX_CONTRACT_OI_HISTORY,1.14,0.532710280374,0.467289719626,OKX_GLOBAL_ACCOUNT_RATIO,1.31,0.5670995671,0.4329004329,OKX_GLOBAL_ACCOUNT_RATIO,,,,,PRICE_DOWN_OI_DOWN,PRICE_DOWN_OI_UP,PASS,PASS
2026-08-23T03:00:00Z,2026-08-23T05:00:00+02:00,2026-08-23T10:00:00Z,77079.46,77136.78,76837,76927.87,542.03792,41725684.5075,99139,261.51914,20129094.4805,21596590.0269,0.482414961387,-0.196667179557,0.390150578497,2416.96,2419.05,2408.4,2413.98,6317.9261,15248154.1993,82511,2622.089,6327417.23488,8920736.96444,0.414962831053,-0.122882144852,0.442202291978,0.03137,0.03138,0.03132,0.03138,0.0318775900542,0.191570881226,3002039.49,30020.3949,1.06435117212,OKX_CONTRACT_OI_HISTORY,6035285.03,603528.503,1.08194646953,OKX_CONTRACT_OI_HISTORY,1.15,0.53488372093,0.46511627907,OKX_GLOBAL_ACCOUNT_RATIO,1.33,0.570815450644,0.429184549356,OKX_GLOBAL_ACCOUNT_RATIO,,,,,PRICE_DOWN_OI_UP,PRICE_DOWN_OI_UP,PASS,PASS
2026-08-23T04:00:00Z,2026-08-23T06:00:00+02:00,2026-08-23T10:00:00Z,76927.87,77036.58,76477.04,76602,1142.31377,87705035.7675,197382,590.19243,45325643.7358,42379392.0318,0.516796365672,-0.423604605197,0.731644425569,2413.98,2417.02,2372.17,2378.66,25712.0791,61560987.1335,247850,10506.4717,25148017.1599,36412969.9736,0.408505749029,-1.46314385372,1.89067393989,0.03138,0.03141,0.03098,0.03106,-1.01975780752,1.38799225307,3031014.55,30310.1455,0.965179175574,OKX_CONTRACT_OI_HISTORY,6123598.84,612359.884,1.46329145286,OKX_CONTRACT_OI_HISTORY,1.16,0.537037037037,0.462962962963,OKX_GLOBAL_ACCOUNT_RATIO,1.26,0.557522123894,0.442477876106,OKX_GLOBAL_ACCOUNT_RATIO,,,,,PRICE_DOWN_OI_UP,PRICE_DOWN_OI_UP,PASS,PASS
2026-08-23T05:00:00Z,2026-08-23T07:00:00+02:00,2026-08-23T10:00:00Z,76602,76730.99,75545.67,76053.37,2021.52468,153929395.16,376404,923.02334,70296564.2048,83632830.9551,0.456680571841,-0.716208454087,1.56901116901,2378.67,2387,2355.71,2372.99,23835.6749,56594044.8236,323725,11556.3321,27449420.3456,29144624.478,0.485023122684,-0.238369502157,1.32826196773,0.03106,0.03129,0.031,0.03121,0.482936252415,0.935483870968,2950786.31,29507.8631,-2.64691042146,OKX_CONTRACT_OI_HISTORY,6293752.01,629375.201,2.77864658424,OKX_CONTRACT_OI_HISTORY,1.07,0.51690821256,0.48309178744,OKX_GLOBAL_ACCOUNT_RATIO,1.26,0.557522123894,0.442477876106,OKX_GLOBAL_ACCOUNT_RATIO,,,,,PRICE_DOWN_OI_DOWN,PRICE_DOWN_OI_UP,PASS,PASS
2026-08-23T06:00:00Z,2026-08-23T08:00:00+02:00,2026-08-23T10:00:00Z,76053.38,76357.51,75872.89,76096.95,788.44492,60039394.7353,186071,391.38029,29805752.3593,30233642.376,0.496436589521,0.0573018657819,0.638726164247,2372.99,2396.67,2369.29,2389.99,17180.9368,40978076.4532,182300,10983.7767,26205347.7424,14772728.7108,0.639496775119,0.716395770736,1.15562046014,0.0312,0.0314,0.03118,0.0314,0.608779237424,0.705580500321,2956782.71,29567.8271,0.203213630878,OKX_CONTRACT_OI_HISTORY,6304940.14,630494.014,0.177765663188,OKX_CONTRACT_OI_HISTORY,1.07,0.51690821256,0.48309178744,OKX_GLOBAL_ACCOUNT_RATIO,1.25,0.555555555556,0.444444444444,OKX_GLOBAL_ACCOUNT_RATIO,,,,,PRICE_UP_OI_UP,PRICE_UP_OI_UP,PASS,PASS
2026-08-23T07:00:00Z,2026-08-23T09:00:00+02:00,2026-08-23T10:00:00Z,76096.96,76345.31,75907.82,76007.13,498.42122,37946853.3763,113634,266.86174,20318954.7527,17627898.6236,0.535458224987,-0.118033639982,0.576343781181,2389.99,2397.2,2386.84,2389.02,10125.9847,24215206.9008,94000,6771.8996,16194093.5305,8021113.37023,0.668757182084,-0.0405859438742,0.434046689347,0.0314,0.03145,0.03138,0.03144,0.127388535032,0.223072020395,2957001.42,29570.0142,0.00739689119718,OKX_CONTRACT_OI_HISTORY,6305892.89,630589.289,0.0151111664638,OKX_CONTRACT_OI_HISTORY,1.06,0.514563106796,0.485436893204,OKX_GLOBAL_ACCOUNT_RATIO,1.23,0.551569506726,0.448430493274,OKX_GLOBAL_ACCOUNT_RATIO,,,,,PRICE_DOWN_OI_UP,PRICE_DOWN_OI_UP,PASS,PASS
2026-08-23T08:00:00Z,2026-08-23T10:00:00+02:00,2026-08-23T10:00:00Z,76007.12,76654.78,75952.09,76486.49,773.49224,59004835.696,128052,423.71781,32322589.624,26682246.0721,0.547795604253,0.630677674581,0.925175330922,2389.01,2426.03,2386.96,2412.46,20707.6452,49883354.0427,150436,13646.142,32860149.4047,17023204.6381,0.658739774725,0.981155452864,1.63681000101,0.03144,0.03169,0.03142,0.03154,0.318066157761,0.859325270528,3005475.79,30054.7579,1.63930830984,OKX_CONTRACT_OI_HISTORY,6219514.75,621951.475,-1.36980030436,OKX_CONTRACT_OI_HISTORY,1.08,0.519230769231,0.480769230769,OKX_GLOBAL_ACCOUNT_RATIO,1.25,0.555555555556,0.444444444444,OKX_GLOBAL_ACCOUNT_RATIO,0.0001,OKX_FUNDING_HISTORY,0.0001,OKX_FUNDING_HISTORY,PRICE_UP_OI_UP,PRICE_UP_OI_DOWN,PASS,PASS
2026-08-23T09:00:00Z,2026-08-23T11:00:00+02:00,2026-08-23T10:00:00Z,76486.49,76640.21,76467,76549.98,346.37256,26517357.7842,92750,201.40871,15419487.918,11097869.8662,0.581486588652,0.0830081233954,0.226516013444,2412.45,2416.17,2404.51,2411.2,9335.204,22509565.4593,82349,5126.0587,12361016.8265,10148548.6328,0.549145066745,-0.0522288452451,0.484922083917,0.03153,0.03154,0.03145,0.0315,-0.126823081801,0.286168521463,3009019.63,30090.1963,0.11791277813,OKX_CONTRACT_OI_HISTORY,6289435.35,628943.535,1.12421310682,OKX_CONTRACT_OI_HISTORY,1.07,0.51690821256,0.48309178744,OKX_GLOBAL_ACCOUNT_RATIO,1.25,0.555555555556,0.444444444444,OKX_GLOBAL_ACCOUNT_RATIO,,,,,PRICE_UP_OI_UP,PRICE_DOWN_OI_UP,PASS,PASS
